sepal_length,sepal_width,petal_length,petal_width,cluster,u1,u2,u3,J,F
5.7,3.8,1.7,0.3,1,6.480776955212308e-45,1.0,3.6133028023057505e-20,78.53701055268826,85.42775624108046
5.1,3.8,1.5,0.3,1,2.203309163497106e-53,1.0,5.20103064443119e-25,78.53701055268826,85.42775624108046
5.4,3.4,1.7,0.2,1,1.727174472837186e-47,1.0,1.154170954270295e-20,78.53701055268826,85.42775624108046
5.1,3.7,1.5,0.4,1,1.920440703352401e-52,1.0,3.332102486281616e-24,78.53701055268826,85.42775624108046
4.6,3.6,1.0,0.2,1,4.4486247680107637e-67,1.0,3.3229170126461446e-33,78.53701055268826,85.42775624108046
5.1,3.3,1.7,0.5,1,2.3287373507192374e-47,1.0,5.563990051099451e-20,78.53701055268826,85.42775624108046
4.8,3.4,1.9,0.2,1,1.4105177858040394e-48,1.0,1.9829231422354343e-20,78.53701055268826,85.42775624108046
5.0,3.0,1.6,0.2,1,6.468657453479404e-52,1.0,2.67680058556027e-22,78.53701055268826,85.42775624108046
5.0,3.4,1.6,0.4,1,6.099170536244826e-51,1.0,1.9303962633731597e-22,78.53701055268826,85.42775624108046
5.2,3.5,1.5,0.2,1,6.357045000824768e-53,1.0,2.9074373100380737e-24,78.53701055268826,85.42775624108046
5.2,3.4,1.4,0.2,1,1.2856986016096718e-54,1.0,3.067860390255713e-25,78.53701055268826,85.42775624108046
4.7,3.2,1.6,0.2,1,1.3171100619882672e-54,1.0,4.907331638490533e-24,78.53701055268826,85.42775624108046
4.8,3.1,1.6,0.2,1,1.1668908222260246e-53,1.0,2.3296011934883715e-23,78.53701055268826,85.42775624108046
5.4,3.4,1.5,0.4,1,1.3354430485064665e-49,1.0,3.5647318377909933e-22,78.53701055268826,85.42775624108046
5.2,4.1,1.5,0.1,1,1.2816454718981984e-54,1.0,1.5638384946574195e-26,78.53701055268826,85.42775624108046
5.5,4.2,1.4,0.2,1,1.9498779324586403e-53,1.0,1.9871340181151234e-26,78.53701055268826,85.42775624108046
4.9,3.1,1.5,0.1,1,1.6941990017526e-55,1.0,9.287014895254145e-25,78.53701055268826,85.42775624108046
5.0,3.2,1.2,0.2,1,1.3432455075407472e-59,1.0,5.830281498745705e-28,78.53701055268826,85.42775624108046
5.5,3.5,1.3,0.2,1,3.17750037248234e-54,1.0,1.1933829190729955e-25,78.53701055268826,85.42775624108046
4.9,3.1,1.5,0.1,1,1.6941990017526e-55,1.0,9.287014895254145e-25,78.53701055268826,85.42775624108046
4.4,3.0,1.3,0.2,1,3.1413333280479945e-62,1.0,2.072947971293845e-28,78.53701055268826,85.42775624108046
5.1,3.4,1.5,0.2,1,1.4385067229897178e-53,1.0,2.3558628112539835e-24,78.53701055268826,85.42775624108046
5.0,3.5,1.3,0.3,1,2.0393878256839543e-57,1.0,4.692232419860849e-27,78.53701055268826,85.42775624108046
4.5,2.3,1.3,0.3,1,1.3804146407837297e-59,1.0,1.8295447360993436e-25,78.53701055268826,85.42775624108046
4.4,3.2,1.3,0.2,1,1.5669287724395669e-62,1.0,5.389054716531083e-29,78.53701055268826,85.42775624108046
5.0,3.5,1.6,0.6,1,1.6323923453015364e-49,1.0,1.0502450203852053e-21,78.53701055268826,85.42775624108046
5.1,3.8,1.9,0.4,1,3.2580857406125855e-45,1.0,2.0278280778763512e-19,78.53701055268826,85.42775624108046
4.8,3.0,1.4,0.3,1,2.0751939395481156e-56,1.0,4.320014208287026e-25,78.53701055268826,85.42775624108046
5.1,3.8,1.6,0.2,1,2.505710310932832e-52,1.0,2.9594502968164967e-24,78.53701055268826,85.42775624108046
4.6,3.2,1.4,0.2,1,4.294862843679832e-59,1.0,5.868428244877806e-27,78.53701055268826,85.42775624108046
5.3,3.7,1.5,0.2,1,1.984112495591456e-52,1.0,1.8295017006600818e-24,78.53701055268826,85.42775624108046
5.0,3.3,1.4,0.2,1,4.649647277649228e-56,1.0,1.0270154157151163e-25,78.53701055268826,85.42775624108046
7.0,3.2,4.7,1.4,0,0.5414630249741332,4.228473293569255e-32,0.45853697502586666,78.53701055268826,85.42775624108046
6.4,3.2,4.5,1.5,2,0.0005253292607744863,1.9602205349249634e-27,0.9994746707392256,78.53701055268826,85.42775624108046
6.9,3.1,4.9,1.5,0,0.8981283601570867,1.0273218226646377e-35,0.10187163984291328,78.53701055268826,85.42775624108046
5.5,2.3,4.0,1.3,2,2.0171088510053736e-12,3.083342935181292e-19,0.9999999999979828,78.53701055268826,85.42775624108046
6.5,2.8,4.6,1.5,2,0.001388186276735931,2.9421667656563513e-30,0.998611813723264,78.53701055268826,85.42775624108046
5.7,2.8,4.5,1.3,2,5.21063989626525e-08,6.884167653358178e-25,0.999999947893601,78.53701055268826,85.42775624108046
6.3,3.3,4.7,1.6,2,0.0074731512912575866,8.188327428303423e-30,0.9925268487087424,78.53701055268826,85.42775624108046
4.9,2.4,3.3,1.0,2,1.3008028868276467e-19,3.248700889558103e-06,0.9999967512991105,78.53701055268826,85.42775624108046
6.6,2.9,4.6,1.3,2,0.0013996572436701916,2.5438060815009966e-29,0.9986003427563298,78.53701055268826,85.42775624108046
5.2,2.7,3.9,1.4,2,2.1507261682953328e-13,3.681204015219197e-16,0.9999999999997846,78.53701055268826,85.42775624108046
5.0,2.0,3.5,1.0,2,1.295805971619012e-18,2.6256444170127234e-10,0.9999999997374356,78.53701055268826,85.42775624108046
5.9,3.0,4.2,1.5,2,4.440723459394402e-08,2.72011123099122e-22,0.9999999555927654,78.53701055268826,85.42775624108046
6.0,2.2,4.0,1.0,2,2.511916571212614e-11,6.595772864210996e-20,0.9999999999748809,78.53701055268826,85.42775624108046
6.1,2.9,4.7,1.4,2,8.616738271726676e-05,3.4853187045944875e-29,0.9999138326172827,78.53701055268826,85.42775624108046
5.6,2.9,3.6,1.3,2,1.830192043551137e-13,8.653696818505548e-13,0.9999999999989516,78.53701055268826,85.42775624108046
6.7,3.1,4.4,1.4,2,0.0009226734605215372,4.277630272565568e-27,0.9990773265394786,78.53701055268826,85.42775624108046
5.6,3.0,4.5,1.5,2,1.3734999515529968e-07,6.006803290162715e-25,0.9999998626500048,78.53701055268826,85.42775624108046
5.8,2.7,4.1,1.0,2,7.219608208193926e-11,6.033079888943949e-19,0.999999999927804,78.53701055268826,85.42775624108046
6.2,2.2,4.5,1.5,2,3.024462910238637e-06,1.3644239016150597e-29,0.9999969755370897,78.53701055268826,85.42775624108046
5.6,2.5,3.9,1.1,2,7.479593027065253e-13,9.718385245202671e-17,0.999999999999252,78.53701055268826,85.42775624108046
5.9,3.2,4.8,1.8,2,0.001625471550778824,7.267865044146259e-31,0.9983745284492213,78.53701055268826,85.42775624108046
6.1,2.8,4.0,1.3,2,3.069884073050938e-09,4.4496079637839744e-20,0.999999996930116,78.53701055268826,85.42775624108046
6.3,2.5,4.9,1.5,2,0.004164611611517839,3.5481579763612085e-34,0.9958353883884821,78.53701055268826,85.42775624108046
6.1,2.8,4.7,1.2,2,1.7517136232964768e-05,1.8963411787935544e-28,0.9999824828637671,78.53701055268826,85.42775624108046
6.4,2.9,4.3,1.3,2,3.925236151346731e-06,9.583521781786038e-25,0.9999960747638487,78.53701055268826,85.42775624108046
6.6,3.0,4.4,1.4,2,0.00025784214464169303,5.2826581828594395e-27,0.9997421578553584,78.53701055268826,85.42775624108046
6.8,2.8,4.8,1.4,2,0.1531030200347499,1.663688672338526e-33,0.84689697996525,78.53701055268826,85.42775624108046
6.7,3.0,5.0,1.7,0,0.9272190297075813,1.105439423098423e-37,0.07278097029241869,78.53701055268826,85.42775624108046
6.0,2.9,4.5,1.5,2,4.4282414052676315e-06,8.922993443398668e-27,0.9999955717585948,78.53701055268826,85.42775624108046
5.7,2.6,3.5,1.0,2,7.0618037832577965e-15,3.070262213699384e-11,0.9999999999692903,78.53701055268826,85.42775624108046
5.5,2.4,3.8,1.1,2,5.545735020249541e-14,2.2292929623345556e-15,0.9999999999999423,78.53701055268826,85.42775624108046
5.5,2.4,3.7,1.0,2,7.813061523315256e-15,1.3535392378176152e-13,0.9999999999998569,78.53701055268826,85.42775624108046
5.8,2.7,3.9,1.2,2,1.8073658286220157e-11,1.9533602778107453e-17,0.9999999999819263,78.53701055268826,85.42775624108046
6.0,2.7,5.1,1.6,2,0.012265336449861657,1.7010219625145062e-35,0.9877346635501383,78.53701055268826,85.42775624108046
5.4,3.0,4.5,1.5,2,2.055292734069196e-08,3.519167958467702e-24,0.9999999794470726,78.53701055268826,85.42775624108046
6.0,3.4,4.5,1.6,2,4.2554391009822136e-05,7.926701496924042e-26,0.9999574456089901,78.53701055268826,85.42775624108046
6.7,3.1,4.7,1.5,2,0.08508252525926993,1.8674845441413264e-31,0.91491747474073,78.53701055268826,85.42775624108046
6.3,2.3,4.4,1.3,2,8.096407096549815e-07,2.192727465881784e-27,0.9999991903592904,78.53701055268826,85.42775624108046
5.6,3.0,4.1,1.3,2,1.921681080842838e-10,7.650260482435775e-19,0.9999999998078319,78.53701055268826,85.42775624108046
5.5,2.5,4.0,1.3,2,3.8702621003809535e-12,1.1860353658441995e-18,0.9999999999961298,78.53701055268826,85.42775624108046
5.5,2.6,4.4,1.2,2,5.725153797273556e-10,6.366135690545233e-23,0.9999999994274846,78.53701055268826,85.42775624108046
6.1,3.0,4.6,1.4,2,3.169102286790343e-05,1.2706230604687687e-27,0.9999683089771322,78.53701055268826,85.42775624108046
5.8,2.6,4.0,1.2,2,4.9144664206606105e-11,5.358358616510791e-19,0.9999999999508553,78.53701055268826,85.42775624108046
5.0,2.3,3.3,1.0,2,2.427641711233101e-19,6.843443240906925e-07,0.9999993156556758,78.53701055268826,85.42775624108046
5.6,2.7,4.2,1.3,2,2.723331926345182e-10,5.455691919633712e-21,0.9999999997276668,78.53701055268826,85.42775624108046
5.7,3.0,4.2,1.2,2,9.92870487701718e-10,5.554645117219287e-20,0.9999999990071295,78.53701055268826,85.42775624108046
5.7,2.9,4.2,1.3,2,1.3507940070618054e-09,8.670165333208733e-21,0.999999998649206,78.53701055268826,85.42775624108046
6.2,2.9,4.3,1.3,2,5.873706306541277e-07,5.6146555478566196e-24,0.9999994126293693,78.53701055268826,85.42775624108046
5.1,2.5,3.0,1.1,2,4.237800321405948e-20,0.002133398455995281,0.9978666015440046,78.53701055268826,85.42775624108046
5.7,2.8,4.1,1.3,2,2.589093762889041e-10,8.216789225989955e-20,0.9999999997410907,78.53701055268826,85.42775624108046
6.3,3.3,6.0,2.5,0,0.9999999855703983,8.894534991234288e-59,1.4429601671730606e-08,78.53701055268826,85.42775624108046
5.8,2.7,5.1,1.9,2,0.012283513149071024,2.859073776166828e-36,0.9877164868509289,78.53701055268826,85.42775624108046
7.1,3.0,5.9,2.1,0,0.9999999990865288,1.3407281518923014e-60,9.134712156381116e-10,78.53701055268826,85.42775624108046
6.3,2.9,5.6,1.8,0,0.9990983410724106,1.7792931059251185e-46,0.0009016589275893539,78.53701055268826,85.42775624108046
6.5,3.0,5.8,2.2,0,0.9999994551293072,9.150620634657384e-55,5.448706927951944e-07,78.53701055268826,85.42775624108046
7.6,3.0,6.6,2.1,0,0.9999999999999992,1.6959864573837937e-77,7.357945282865607e-16,78.53701055268826,85.42775624108046
4.9,2.5,4.5,1.7,2,1.2398314512207554e-10,9.441907680209602e-25,0.999999999876017,78.53701055268826,85.42775624108046
7.3,2.9,6.3,1.8,0,0.9999999999937035,2.3487783947458374e-67,6.296630450104808e-12,78.53701055268826,85.42775624108046
6.7,2.5,5.8,1.8,0,0.9999947558853345,5.898035190145382e-54,5.244114665492679e-06,78.53701055268826,85.42775624108046
7.2,3.6,6.1,2.5,0,0.9999999999997204,2.4529570734942942e-67,2.795789081575932e-13,78.53701055268826,85.42775624108046
6.5,3.2,5.1,2.0,0,0.9892711576775277,5.6683484640017176e-40,0.010728842322472362,78.53701055268826,85.42775624108046
6.4,2.7,5.3,1.9,0,0.981361875802632,7.765694745320664e-43,0.01863812419736795,78.53701055268826,85.42775624108046
6.8,3.0,5.5,2.1,0,0.9999968240817801,7.889703082889467e-51,3.17591821982342e-06,78.53701055268826,85.42775624108046
5.7,2.5,5.0,2.0,2,0.0012529204122084722,1.0351247139798297e-35,0.9987470795877915,78.53701055268826,85.42775624108046
5.8,2.8,5.1,2.4,2,0.2905058369029396,1.0829904386882005e-38,0.7094941630970605,78.53701055268826,85.42775624108046
6.4,3.2,5.3,2.3,0,0.999704804987791,3.1348193335550834e-45,0.00029519501220899103,78.53701055268826,85.42775624108046
6.5,3.0,5.5,1.8,0,0.999632929151276,4.507224046426157e-46,0.000367070848723949,78.53701055268826,85.42775624108046
7.7,3.8,6.7,2.2,0,1.0,1.0159307320513105e-79,2.9586732745460903e-18,78.53701055268826,85.42775624108046
7.7,2.6,6.9,2.3,0,1.0,5.186631871531175e-86,5.521913059021428e-18,78.53701055268826,85.42775624108046
6.0,2.2,5.0,1.5,2,0.0003429452010846731,3.601926480867438e-35,0.9996570547989154,78.53701055268826,85.42775624108046
6.9,3.2,5.7,2.3,0,0.9999999872911458,1.361030555527024e-56,1.2708854131794534e-08,78.53701055268826,85.42775624108046
5.6,2.8,4.9,2.0,2,0.00034231229908706983,3.516520205384081e-33,0.999657687700913,78.53701055268826,85.42775624108046
7.7,2.8,6.7,2.0,0,0.9999999999999998,1.1888482442699568e-79,2.732475698998733e-16,78.53701055268826,85.42775624108046
6.3,2.7,4.9,1.8,2,0.050966595592189225,3.7316387958203364e-35,0.9490334044078108,78.53701055268826,85.42775624108046
6.7,3.3,5.7,2.1,0,0.9999997822491363,2.859156135071618e-53,2.177508636968231e-07,78.53701055268826,85.42775624108046
7.2,3.2,6.0,1.8,0,0.9999999996727522,1.4313981751978648e-60,3.272477177619484e-10,78.53701055268826,85.42775624108046
6.2,2.8,4.8,1.8,2,0.007582124180881622,3.4431942284123586e-33,0.9924178758191184,78.53701055268826,85.42775624108046
6.1,3.0,4.9,1.8,2,0.020911615033847784,1.7015716698244635e-33,0.9790883849661522,78.53701055268826,85.42775624108046
6.4,2.8,5.6,2.1,0,0.9999277522123845,8.616293602571204e-50,7.224778761548806e-05,78.53701055268826,85.42775624108046
7.2,3.0,5.8,1.6,0,0.9999999683653236,1.3261078025532916e-55,3.163467639552512e-08,78.53701055268826,85.42775624108046
7.4,2.8,6.1,1.9,0,0.9999999999746016,2.110754888922003e-65,2.539836895829251e-11,78.53701055268826,85.42775624108046
7.9,3.8,6.4,2.0,0,0.9999999999999999,3.3739931821462927e-74,8.401436784642575e-17,78.53701055268826,85.42775624108046
6.4,2.8,5.6,2.2,0,0.9999616613129957,1.3997231274197303e-50,3.833868700433969e-05,78.53701055268826,85.42775624108046
6.3,2.8,5.1,1.5,2,0.13620304970760794,6.720714227203142e-36,0.8637969502923921,78.53701055268826,85.42775624108046
6.1,2.6,5.6,1.4,0,0.8318300458011382,2.934273356033042e-42,0.1681699541988618,78.53701055268826,85.42775624108046
7.7,3.0,6.1,2.3,0,0.9999999999999393,1.202826363707653e-70,6.075109205950924e-14,78.53701055268826,85.42775624108046
6.3,3.4,5.6,2.4,0,0.9999960491325371,1.862262895155515e-50,3.950867462914793e-06,78.53701055268826,85.42775624108046
6.4,3.1,5.5,1.8,0,0.999315168376319,3.9918960976206185e-45,0.0006848316236809515,78.53701055268826,85.42775624108046
6.0,3.0,4.8,1.8,2,0.002188773039943747,7.801671725301898e-32,0.9978112269600563,78.53701055268826,85.42775624108046
6.9,3.1,5.4,2.1,0,0.9999966594187576,1.2498724511612527e-49,3.3405812425206646e-06,78.53701055268826,85.42775624108046
6.7,3.1,5.6,2.4,0,0.999999764874023,4.279986125679183e-54,2.3512597707483156e-07,78.53701055268826,85.42775624108046
6.9,3.1,5.1,2.3,0,0.9999497420174838,1.1316305299516168e-45,5.025798251631864e-05,78.53701055268826,85.42775624108046
5.8,2.7,5.1,1.9,2,0.012283513149071024,2.859073776166828e-36,0.9877164868509289,78.53701055268826,85.42775624108046
6.8,3.2,5.9,2.3,0,0.9999999976841403,1.7375873968891929e-59,2.3158597434353853e-09,78.53701055268826,85.42775624108046
6.7,3.3,5.7,2.5,0,0.9999999827355878,1.9909742665103743e-56,1.7264412145272097e-08,78.53701055268826,85.42775624108046
6.7,3.0,5.2,2.3,0,0.9998764911884156,4.469341147431878e-46,0.0001235088115843607,78.53701055268826,85.42775624108046
6.3,2.5,5.0,1.9,2,0.16574160498031087,1.4045563648743445e-37,0.8342583950196891,78.53701055268826,85.42775624108046
6.5,3.0,5.2,2.0,0,0.9945056038905771,4.0600853550840516e-42,0.005494396109422992,78.53701055268826,85.42775624108046
6.2,3.4,5.4,2.3,0,0.9997270225258896,3.514713938789681e-45,0.00027297747411031994,78.53701055268826,85.42775624108046
5.9,3.0,5.1,1.8,2,0.04337352439586399,2.8193041790078804e-35,0.956626475604136,78.53701055268826,85.42775624108046
