sepal_length,sepal_width,petal_length,petal_width,cluster,u1,u2,u3,J,F
6.3,2.5,4.9,1.5,2,0.0041646116115178,3.548157976361208e-34,0.995835388388482,78.53701055268826,85.42775624108046
6.1,2.8,4.7,1.2,2,1.7517136232964768e-05,1.8963411787935542e-28,0.9999824828637672,78.53701055268826,85.42775624108046
6.4,2.9,4.3,1.3,2,3.925236151346731e-06,9.583521781786038e-25,0.9999960747638488,78.53701055268826,85.42775624108046
6.6,3.0,4.4,1.4,2,0.0002578421446416,5.28265818285944e-27,0.9997421578553584,78.53701055268826,85.42775624108046
6.8,2.8,4.8,1.4,2,0.1531030200347499,1.6636886723385258e-33,0.84689697996525,78.53701055268826,85.42775624108046
6.7,3.0,5.0,1.7,0,0.9272190297075812,1.1054394230984231e-37,0.0727809702924186,78.53701055268826,85.42775624108046
6.0,2.9,4.5,1.5,2,4.428241405267632e-06,8.922993443398667e-27,0.9999955717585948,78.53701055268826,85.42775624108046
5.7,2.6,3.5,1.0,2,7.061803783257797e-15,3.0702622136993836e-11,0.9999999999692905,78.53701055268826,85.42775624108046
5.5,2.4,3.8,1.1,2,5.5457350202495415e-14,2.229292962334556e-15,0.9999999999999424,78.53701055268826,85.42775624108046
5.5,2.4,3.7,1.0,2,7.813061523315256e-15,1.3535392378176154e-13,0.9999999999998568,78.53701055268826,85.42775624108046
5.8,2.7,3.9,1.2,2,1.807365828622016e-11,1.9533602778107453e-17,0.9999999999819263,78.53701055268826,85.42775624108046
6.0,2.7,5.1,1.6,2,0.0122653364498616,1.7010219625145062e-35,0.9877346635501384,78.53701055268826,85.42775624108046
5.4,3.0,4.5,1.5,2,2.0552927340691963e-08,3.519167958467702e-24,0.9999999794470726,78.53701055268826,85.42775624108046
6.0,3.4,4.5,1.6,2,4.2554391009822136e-05,7.926701496924042e-26,0.99995744560899,78.53701055268826,85.42775624108046
6.7,3.1,4.7,1.5,2,0.0850825252592699,1.8674845441413264e-31,0.91491747474073,78.53701055268826,85.42775624108046
6.3,2.3,4.4,1.3,2,8.096407096549815e-07,2.192727465881784e-27,0.9999991903592904,78.53701055268826,85.42775624108046
5.6,3.0,4.1,1.3,2,1.9216810808428377e-10,7.650260482435775e-19,0.999999999807832,78.53701055268826,85.42775624108046
5.5,2.5,4.0,1.3,2,3.8702621003809535e-12,1.1860353658441997e-18,0.9999999999961298,78.53701055268826,85.42775624108046
5.5,2.6,4.4,1.2,2,5.725153797273556e-10,6.366135690545233e-23,0.9999999994274846,78.53701055268826,85.42775624108046
6.1,3.0,4.6,1.4,2,3.169102286790343e-05,1.2706230604687687e-27,0.9999683089771322,78.53701055268826,85.42775624108046
5.8,2.6,4.0,1.2,2,4.9144664206606105e-11,5.358358616510791e-19,0.9999999999508552,78.53701055268826,85.42775624108046
5.0,2.3,3.3,1.0,2,2.4276417112331013e-19,6.843443240906925e-07,0.9999993156556758,78.53701055268826,85.42775624108046
5.6,2.7,4.2,1.3,2,2.7233319263451816e-10,5.455691919633712e-21,0.9999999997276668,78.53701055268826,85.42775624108046
5.7,3.0,4.2,1.2,2,9.92870487701718e-10,5.554645117219287e-20,0.9999999990071295,78.53701055268826,85.42775624108046
5.7,2.9,4.2,1.3,2,1.3507940070618054e-09,8.670165333208732e-21,0.999999998649206,78.53701055268826,85.42775624108046
6.2,2.9,4.3,1.3,2,5.873706306541277e-07,5.6146555478566196e-24,0.9999994126293692,78.53701055268826,85.42775624108046
5.1,2.5,3.0,1.1,2,4.237800321405948e-20,0.0021333984559952,0.9978666015440046,78.53701055268826,85.42775624108046
5.7,2.8,4.1,1.3,2,2.589093762889041e-10,8.216789225989955e-20,0.9999999997410908,78.53701055268826,85.42775624108046
6.3,3.3,6.0,2.5,0,0.9999999855703984,8.894534991234288e-59,1.4429601671730606e-08,78.53701055268826,85.42775624108046
5.8,2.7,5.1,1.9,2,0.012283513149071,2.859073776166828e-36,0.9877164868509288,78.53701055268826,85.42775624108046
7.1,3.0,5.9,2.1,0,0.9999999990865288,1.3407281518923014e-60,9.134712156381115e-10,78.53701055268826,85.42775624108046
6.3,2.9,5.6,1.8,0,0.9990983410724106,1.7792931059251185e-46,0.0009016589275893,78.53701055268826,85.42775624108046
6.5,3.0,5.8,2.2,0,0.9999994551293072,9.150620634657384e-55,5.448706927951944e-07,78.53701055268826,85.42775624108046
7.6,3.0,6.6,2.1,0,0.9999999999999992,1.6959864573837935e-77,7.357945282865607e-16,78.53701055268826,85.42775624108046
4.9,2.5,4.5,1.7,2,1.2398314512207554e-10,9.441907680209602e-25,0.999999999876017,78.53701055268826,85.42775624108046
7.3,2.9,6.3,1.8,0,0.9999999999937036,2.348778394745837e-67,6.296630450104808e-12,78.53701055268826,85.42775624108046
6.7,2.5,5.8,1.8,0,0.9999947558853344,5.898035190145381e-54,5.244114665492679e-06,78.53701055268826,85.42775624108046
7.2,3.6,6.1,2.5,0,0.9999999999997204,2.4529570734942942e-67,2.7957890815759323e-13,78.53701055268826,85.42775624108046
6.5,3.2,5.1,2.0,0,0.9892711576775276,5.668348464001717e-40,0.0107288423224723,78.53701055268826,85.42775624108046
6.4,2.7,5.3,1.9,0,0.981361875802632,7.765694745320664e-43,0.0186381241973679,78.53701055268826,85.42775624108046
6.8,3.0,5.5,2.1,0,0.99999682408178,7.889703082889467e-51,3.17591821982342e-06,78.53701055268826,85.42775624108046
5.7,2.5,5.0,2.0,2,0.0012529204122084,1.0351247139798296e-35,0.9987470795877916,78.53701055268826,85.42775624108046
5.8,2.8,5.1,2.4,2,0.2905058369029396,1.0829904386882003e-38,0.7094941630970605,78.53701055268826,85.42775624108046
6.4,3.2,5.3,2.3,0,0.999704804987791,3.134819333555084e-45,0.0002951950122089,78.53701055268826,85.42775624108046
6.5,3.0,5.5,1.8,0,0.999632929151276,4.507224046426157e-46,0.0003670708487239,78.53701055268826,85.42775624108046
7.7,3.8,6.7,2.2,0,1.0,1.0159307320513104e-79,2.9586732745460906e-18,78.53701055268826,85.42775624108046
7.7,2.6,6.9,2.3,0,1.0,5.186631871531175e-86,5.5219130590214286e-18,78.53701055268826,85.42775624108046
6.0,2.2,5.0,1.5,2,0.0003429452010846,3.601926480867438e-35,0.9996570547989154,78.53701055268826,85.42775624108046
6.9,3.2,5.7,2.3,0,0.9999999872911458,1.361030555527024e-56,1.2708854131794534e-08,78.53701055268826,85.42775624108046
5.6,2.8,4.9,2.0,2,0.000342312299087,3.516520205384081e-33,0.999657687700913,78.53701055268826,85.42775624108046
7.7,2.8,6.7,2.0,0,0.9999999999999998,1.1888482442699568e-79,2.7324756989987333e-16,78.53701055268826,85.42775624108046
6.3,2.7,4.9,1.8,2,0.0509665955921892,3.731638795820336e-35,0.9490334044078108,78.53701055268826,85.42775624108046
6.7,3.3,5.7,2.1,0,0.9999997822491364,2.859156135071618e-53,2.177508636968231e-07,78.53701055268826,85.42775624108046
7.2,3.2,6.0,1.8,0,0.9999999996727522,1.4313981751978648e-60,3.2724771776194835e-10,78.53701055268826,85.42775624108046
6.2,2.8,4.8,1.8,2,0.0075821241808816,3.4431942284123586e-33,0.9924178758191184,78.53701055268826,85.42775624108046
6.1,3.0,4.9,1.8,2,0.0209116150338477,1.7015716698244635e-33,0.9790883849661522,78.53701055268826,85.42775624108046
6.4,2.8,5.6,2.1,0,0.9999277522123844,8.616293602571204e-50,7.224778761548806e-05,78.53701055268826,85.42775624108046
7.2,3.0,5.8,1.6,0,0.9999999683653236,1.3261078025532916e-55,3.163467639552512e-08,78.53701055268826,85.42775624108046
7.4,2.8,6.1,1.9,0,0.9999999999746016,2.110754888922003e-65,2.539836895829251e-11,78.53701055268826,85.42775624108046
7.9,3.8,6.4,2.0,0,1.0,3.373993182146293e-74,8.401436784642575e-17,78.53701055268826,85.42775624108046
6.4,2.8,5.6,2.2,0,0.9999616613129956,1.3997231274197306e-50,3.833868700433969e-05,78.53701055268826,85.42775624108046
6.3,2.8,5.1,1.5,2,0.1362030497076079,6.720714227203142e-36,0.8637969502923921,78.53701055268826,85.42775624108046
6.1,2.6,5.6,1.4,0,0.8318300458011382,2.934273356033042e-42,0.1681699541988618,78.53701055268826,85.42775624108046
7.7,3.0,6.1,2.3,0,0.9999999999999392,1.202826363707653e-70,6.075109205950924e-14,78.53701055268826,85.42775624108046
6.3,3.4,5.6,2.4,0,0.9999960491325371,1.862262895155515e-50,3.950867462914793e-06,78.53701055268826,85.42775624108046
6.4,3.1,5.5,1.8,0,0.999315168376319,3.9918960976206185e-45,0.0006848316236809,78.53701055268826,85.42775624108046
6.0,3.0,4.8,1.8,2,0.0021887730399437,7.801671725301898e-32,0.9978112269600564,78.53701055268826,85.42775624108046
6.9,3.1,5.4,2.1,0,0.9999966594187576,1.2498724511612529e-49,3.340581242520665e-06,78.53701055268826,85.42775624108046
6.7,3.1,5.6,2.4,0,0.999999764874023,4.2799861256791824e-54,2.351259770748316e-07,78.53701055268826,85.42775624108046
6.9,3.1,5.1,2.3,0,0.9999497420174838,1.1316305299516169e-45,5.025798251631864e-05,78.53701055268826,85.42775624108046
5.8,2.7,5.1,1.9,2,0.012283513149071,2.859073776166828e-36,0.9877164868509288,78.53701055268826,85.42775624108046
6.8,3.2,5.9,2.3,0,0.9999999976841404,1.7375873968891929e-59,2.315859743435385e-09,78.53701055268826,85.42775624108046
6.7,3.3,5.7,2.5,0,0.9999999827355878,1.9909742665103746e-56,1.7264412145272097e-08,78.53701055268826,85.42775624108046
6.7,3.0,5.2,2.3,0,0.9998764911884156,4.469341147431878e-46,0.0001235088115843,78.53701055268826,85.42775624108046
6.3,2.5,5.0,1.9,2,0.1657416049803108,1.4045563648743443e-37,0.8342583950196891,78.53701055268826,85.42775624108046
6.5,3.0,5.2,2.0,0,0.9945056038905772,4.060085355084052e-42,0.0054943961094229,78.53701055268826,85.42775624108046
6.2,3.4,5.4,2.3,0,0.9997270225258896,3.5147139387896813e-45,0.0002729774741103,78.53701055268826,85.42775624108046
5.9,3.0,5.1,1.8,2,0.0433735243958639,2.8193041790078804e-35,0.956626475604136,78.53701055268826,85.42775624108046
