0,1,cluster,u0,u1,u2,u3,u4,J
0.005857024,0.912554108,1,0.14192329684211943,0.5096518975445116,0.0948235323549844,0.14047081382784896,0.11313045943053644,0.5603847266871164
0.336653825,0.405858787,3,0.1666226610457717,0.10465060774670068,0.11781111228862276,0.5159594244981228,0.09495619442078244,0.5603847266871164
0.143801385,0.908523465,1,0.12086959606697856,0.5787312820044149,0.08105688459971713,0.11437787789023732,0.10496435943865466,0.5603847266871164
0.13855578,0.562641028,1,0.1931957362969067,0.3170052799896717,0.11273730292684495,0.2656459655763766,0.1114157152102001,0.5603847266871164
0.937632701,0.94217019,4,0.15357510639692223,0.11903308886601001,0.14600872072127025,0.10990331892157335,0.4714797650942249,0.5603847266871164
0.519594182,0.762001454,0,0.2944618053339948,0.18245892316223009,0.1373772682115862,0.1457363297908319,0.23996567350135672,0.5603847266871164
0.142551857,0.74161495,1,0.05649968218840816,0.7184734799635912,0.05905360200459367,0.09244360758198542,0.07352962826142295,0.5603847266871164
0.434394551,0.531831009,0,0.49906966889791543,0.10042794361551932,0.11429735823280794,0.17053845812607946,0.11566657112767806,0.5603847266871164
0.101917874,0.168823604,3,0.17305206838917161,0.15678623496351005,0.1510706798954364,0.40805086371651994,0.11104015303536173,0.5603847266871164
0.628514972,0.043966361,2,0.17054265806223048,0.1056977318643845,0.3665217663667422,0.2187942410094467,0.13844360269719613,0.5603847266871164
0.154766736,0.901252932,1,0.11804679840942288,0.5868079828764371,0.0795231263429158,0.11202072306143598,0.1036013693097907,0.5603847266871164
0.203995462,0.212345521,3,0.14393537546007928,0.11953116417275172,0.13232328664245457,0.5099175268249406,0.09429264689977498,0.5603847266871164
0.478912371,0.605688771,0,0.5101577041356042,0.10610302078362986,0.11255731573345852,0.13165649040479915,0.13952546894250842,0.5603847266871164
0.038099943,0.871346789,1,0.11999487404943643,0.5759011481072545,0.08203056758729087,0.12341371187861395,0.09865969837740822,0.5603847266871164
0.936411362,0.040840848,2,0.16073557155044665,0.10350873546104515,0.40448714657108387,0.16270762620136955,0.16856092021604982,0.5603847266871164
0.723779811,0.315809432,2,0.04195328362371802,0.0439539375863083,0.7181201590612406,0.08573382666950732,0.11023879305922647,0.5603847266871164
0.320772958,0.446574962,3,0.21604969756323178,0.13087455777234344,0.12134285837614546,0.42792976488641216,0.10380312140186716,0.5603847266871164
0.059103585,0.752427676,1,0.09814816950798043,0.6282904558934927,0.07179614248402784,0.11834094491698878,0.08342428719751226,0.5603847266871164
0.454699648,0.538707374,0,0.5532991682494159,0.08488181194404701,0.10717411973062334,0.14190802886271048,0.11273687121320339,0.5603847266871164
0.461131901,0.655594493,0,0.4116172869440818,0.15207699609598221,0.12278256547392531,0.15048186720573842,0.16304128428027231,0.5603847266871164
0.248841957,0.333961043,3,1.298859184612891e-08,0.06158368087549944,0.07607299509797116,0.7985255318750246,0.06381777916292643,0.5603847266871164
0.085410656,0.460973466,3,0.18627925236917997,0.2429559369987807,0.12176814671252321,0.3391188401134148,0.10987782380610156,0.5603847266871164
0.063035187,0.781724289,1,0.08304585108878808,0.6700519111501528,0.06540878352299526,0.10314542608115447,0.07834802815691132,0.5603847266871164
0.165392579,0.97950157,1,0.15712011140785617,0.47319576092544385,0.1005153892816599,0.1360119266180017,0.1331568117670394,0.5603847266871164
0.587129511,0.461348329,0,0.3281568106155608,0.09660494391708216,0.2329958500752996,0.17275305526955245,0.16948934012250474,0.5603847266871164
0.988455498,0.848171704,4,0.1351382241099813,0.09936203071506035,0.14465461948913122,0.09897367276337327,0.521871452922456,0.5603847266871164
0.628978909,0.753422005,4,0.2411689972974267,0.13653526317259307,0.14569115812205533,0.12698780067925472,0.34961678072866986,0.5603847266871164
0.998843414,0.874046022,4,0.14376821874471882,0.10692410363928795,0.14996002323970684,0.10485235515725855,0.4944952992190289,0.5603847266871164
0.993332326,0.123902937,2,0.1572523096966528,0.10007873461089467,0.4118995379264982,0.1504668424245019,0.18030257534144903,0.5603847266871164
0.423305748,0.294894362,3,0.18178351209417917,0.09807725095070766,0.18165007575664535,0.43002943335354343,0.10845972784492443,0.5603847266871164
0.563937704,0.578078154,0,0.4326591280997415,0.09971716361070358,0.15002509131795197,0.13525819968241748,0.18234041728918568,0.5603847266871164
0.823296206,0.068663871,2,0.14861273347973752,0.09281108892182578,0.4520422936303688,0.15912926108074657,0.14740462288732142,0.5603847266871164
0.486573712,0.58630623,0,0.5520743250545455,0.08901278012358042,0.10758729223074968,0.1215886204252928,0.12973698216583185,0.5603847266871164
0.179693432,0.806557766,1,0.0396792880948728,0.7552622450572909,0.054737414715678015,0.07657351555007362,0.07374753658208585,0.5603847266871164
0.227686129,0.638902958,1,0.20994957427447464,0.35868601711068343,0.10709955348758574,0.20704619141587763,0.11721866371137839,0.5603847266871164
0.546783142,0.272912366,2,0.19986189734882215,0.09711713326621858,0.3171988266874384,0.25360928793918736,0.13221285475833325,0.5603847266871164
0.167584017,0.076679186,3,0.17740091035501376,0.14686898437717555,0.1723428323995912,0.3863968311347248,0.11699044173349367,0.5603847266871164
0.084654413,0.057766021,3,0.18326458652992925,0.16265741886142676,0.17176800499674966,0.360141095980991,0.12216889363089821,0.5603847266871164
0.820823754,0.393911078,2,0.13283883397250976,0.07307225045828673,0.48665935765891527,0.11247643809639184,0.19495311981389726,0.5603847266871164
0.053977606,0.012866181,3,0.18685434172596402,0.16817243814518487,0.17742225116387444,0.3406328824498669,0.12691808651510023,0.5603847266871164
0.869972998,0.572654078,4,0.14937116181573018,0.08521112243078667,0.223650747308837,0.10671128304404867,0.43505568540059797,0.5603847266871164
0.784690853,0.007867895,2,0.16165436074520934,0.10285992867430782,0.40473230967007867,0.1805484633575908,0.15020493755281156,0.5603847266871164
0.411888581,0.142857355,3,0.1775872024753797,0.1123868661688257,0.2214965609710419,0.3709408138754699,0.11758855650928307,0.5603847266871164
0.192122085,0.571952021,1,0.20979633636671363,0.2990815897914586,0.11337474139348729,0.26383103042292944,0.11391630202541105,0.5603847266871164
0.558170681,0.286284394,2,0.20167319278019,0.0955532967855736,0.32806286713211674,0.2404071019976105,0.13430354130450883,0.5603847266871164
0.684507154,0.448812465,2,0.22294063697686536,0.09055170132286766,0.3345368625734335,0.1471884999843678,0.20478229914246532,0.5603847266871164
0.175620444,0.42017264,3,0.170027112014744,0.17132131301326803,0.11445739732752663,0.44535997339873384,0.09883420424572814,0.5603847266871164
0.634982823,0.792009098,4,0.22506366126786845,0.14244357220972523,0.14214278888598986,0.12541911569373485,0.36493086194268126,0.5603847266871164
0.468290237,0.544973917,0,0.5837345561596482,0.07603160105418566,0.10286808310098709,0.12556329585267662,0.11180246383250249,0.5603847266871164
0.925134755,0.450784577,2,0.15777065645437569,0.09023151436134408,0.34629416141666186,0.12246502025332032,0.2832386475142985,0.5603847266871164
0.028718649,0.451109876,3,0.18574080474556362,0.2549986873812972,0.1256819028753253,0.3204473617213628,0.11313124327645108,0.5603847266871164
0.588976457,0.606520411,0,0.3717217944242266,0.10994329389534208,0.1597232730256066,0.1369300804517611,0.22168155820306365,0.5603847266871164
0.767404405,0.290896566,2,4.060787531795456e-10,1.1115986419794046e-09,0.9381448272594173,2.352427468122338e-09,0.06185516887047853,0.5603847266871164
0.949827186,0.26225354,2,0.13870045101187173,0.08423474513862157,0.46914030684455627,0.1259352699173709,0.18198922708758059,0.5603847266871164
0.113756615,0.478405485,3,0.1889433865736723,0.24459583765997123,0.119549173629899,0.33766361423869434,0.10924798789776334,0.5603847266871164
0.933765706,0.417087057,2,0.15410505370398409,0.08898009504089897,0.377393311779434,0.12323068372049403,0.2562908557551895,0.5603847266871164
0.001069906,0.745299612,1,0.13352395152678764,0.5262418770411761,0.08938412416887566,0.1518355804356821,0.09901446682748094,0.5603847266871164
0.640179711,0.974812414,4,0.20558050999210706,0.18278452552514085,0.1425695785007425,0.13430334238979677,0.3347620435922128,0.5603847266871164
