sepal_length,sepal_width,petal_length,petal_width,cluster,u0,u1,u2
5.6,2.7,4.2,1.3,2.0,0.3118241719995002,0.2612681499108814,0.426907678089616
5.7,3.0,4.2,1.2,2.0,0.3109591644100632,0.26038545311586,0.4286553824740748
5.7,2.9,4.2,1.3,2.0,0.3075286292690712,0.2545042116523117,0.437967159078616
6.2,2.9,4.3,1.3,2.0,0.311880137527923,0.238496773330269,0.4496230891418103
5.1,2.5,3.0,1.1,2.0,0.3061596204594865,0.3435833762870464,0.3502570032534609
5.7,2.8,4.1,1.3,2.0,0.3089280125296736,0.2612248897450978,0.4298470977252265
6.3,3.3,6.0,2.5,0.0,0.4127537907338894,0.2550330058656764,0.3322132034004423
5.8,2.7,5.1,1.9,0.0,0.3846744148189155,0.2435373194923787,0.3717882656887043
7.1,3.0,5.9,2.1,0.0,0.4233322902740244,0.2502324464704266,0.3264352632555563
6.3,2.9,5.6,1.8,0.0,0.4564632325366843,0.2270360209575423,0.3165007465057738
6.5,3.0,5.8,2.2,0.0,0.4452173744220181,0.2372456417114098,0.3175369838665755
7.6,3.0,6.6,2.1,0.0,0.391597716241871,0.2716989153944639,0.3367033683636993
4.9,2.5,4.5,1.7,2.0,0.3353318045040241,0.2834283978711297,0.3812397976248411
7.3,2.9,6.3,1.8,0.0,0.4021092230562095,0.2629001455740216,0.3349906313697859
6.7,2.5,5.8,1.8,0.0,0.4241503011917136,0.2448368753451423,0.3310128234631479
7.2,3.6,6.1,2.5,0.0,0.4008145674857701,0.2656046132429903,0.3335808192712586
6.5,3.2,5.1,2.0,0.0,0.4663497168411386,0.2217648712002098,0.3118854119586512
6.4,2.7,5.3,1.9,0.0,0.463903212920096,0.2211205336829056,0.3149762533969983
6.8,3.0,5.5,2.1,0.0,0.4708531583646367,0.2259370756773998,0.3032097659579649
5.7,2.5,5.0,2.0,2.0,0.3722591961214082,0.2513183346202543,0.3764224692583354
5.8,2.8,5.1,2.4,0.0,0.391326819485833,0.2518897348505096,0.3567834456636567
6.4,3.2,5.3,2.3,0.0,0.4504488701654233,0.2317656678569145,0.3177854619776627
6.5,3.0,5.5,1.8,0.0,0.5003925953908863,0.2121340867765447,0.287473317832569
7.7,3.8,6.7,2.2,0.0,0.3842712947766523,0.2782284220247245,0.3375002831986705
7.7,2.6,6.9,2.3,0.0,0.384504074587035,0.2770202097371436,0.3384757156758727
6.0,2.2,5.0,1.5,2.0,0.3644118456724768,0.2520219822789882,0.3835661720485329
6.9,3.2,5.7,2.3,0.0,0.4340915442791677,0.2444775977006984,0.3214308580201384
5.6,2.8,4.9,2.0,2.0,0.3661275316519481,0.2514811380906364,0.382391330257413
7.7,2.8,6.7,2.0,0.0,0.3879393086361677,0.2741198211392998,0.3379408702245727
6.3,2.7,4.9,1.8,0.0,0.4007426710628658,0.2317205241724601,0.3675368047646728
6.7,3.3,5.7,2.1,0.0,0.4459298294761733,0.2377560994975183,0.3163140710263112
7.2,3.2,6.0,1.8,0.0,0.4127910886906407,0.2560415831311571,0.3311673281782112
6.2,2.8,4.8,1.8,2.0,0.3829943159025268,0.2321758856576144,0.3848297984398571
6.1,3.0,4.9,1.8,0.0,0.3920994848024273,0.2324495990102395,0.3754509161873316
6.4,2.8,5.6,2.1,0.0,0.4608427391752442,0.2276233283618818,0.3115339324628754
7.2,3.0,5.8,1.6,0.0,0.414704289810144,0.2529194882958848,0.3323762218939768
7.4,2.8,6.1,1.9,0.0,0.4044210871386121,0.2612416722850875,0.3343372405763151
7.9,3.8,6.4,2.0,0.0,0.3841637651820943,0.2779779477530033,0.337858287064943
6.4,2.8,5.6,2.2,0.0,0.4534409538249896,0.2311886698561881,0.315370376318824
6.3,2.8,5.1,1.5,0.0,0.4048090310279328,0.2322800226531743,0.3629109463188917
6.1,2.6,5.6,1.4,0.0,0.3986380358741967,0.2476341850500313,0.3537277790757721
7.7,3.0,6.1,2.3,0.0,0.3965274867454531,0.2680582061942463,0.3354143070603245
6.3,3.4,5.6,2.4,0.0,0.4245418674805684,0.2465336338191694,0.3289244987002648
6.4,3.1,5.5,1.8,0.0,0.4823228374270688,0.2179312789959252,0.299745883577006
6.0,3.0,4.8,1.8,2.0,0.3716564501884471,0.2353695881749474,0.3929739616366041
6.9,3.1,5.4,2.1,0.0,0.4585529430684512,0.2310568584499719,0.3103901984815782
6.7,3.1,5.6,2.4,0.0,0.4418680640924978,0.2396389496289028,0.3184929862786027
6.9,3.1,5.1,2.3,0.0,0.4335809814955009,0.240573484810372,0.3258455336941278
5.8,2.7,5.1,1.9,0.0,0.3846744148189155,0.2435373194923787,0.3717882656887043
6.8,3.2,5.9,2.3,0.0,0.4280949568043657,0.2478174891702751,0.3240875540253655
6.7,3.3,5.7,2.5,0.0,0.4259675004331301,0.2484650438442915,0.3255674557225835
6.7,3.0,5.2,2.3,0.0,0.454355706702551,0.2307006732005245,0.314943620096925
6.3,2.5,5.0,1.9,0.0,0.4041815472567883,0.2368957177223271,0.3589227350208837
6.5,3.0,5.2,2.0,0.0,0.5310600846186213,0.2021243990619551,0.2668155163194299
6.2,3.4,5.4,2.3,0.0,0.4252644306338271,0.2432488729681358,0.3314866963980379
5.9,3.0,5.1,1.8,0.0,0.3943030947694005,0.2379637035428479,0.3677332016877504
J,0.18012164024442
F,1785.6306597921155
