,sepal_length,sepal_width,petal_length,petal_width,cluster,u0,u1,u2,u3,u4
63,6.1,2.9,4.7,1.4,2,1.2826247927038683e-11,0.10931704143353957,0.24535019925083154,0.5118826650810148,0.13345009422179077
64,5.6,2.9,3.6,1.3,4,2.8992993819467593e-11,0.09387180658776373,0.1347174554162446,0.20732587103860903,0.5640848669283896
65,6.7,3.1,4.4,1.4,2,4.312272522590276e-11,0.1758176315204661,0.2856045505522467,0.35375037203549786,0.184827445848669
66,5.6,3.0,4.5,1.5,4,2.2379878450361356e-11,0.12400217334665987,0.2273040505778874,0.3906331713663364,0.25806060468673825
67,5.8,2.7,4.1,1.0,4,1.8260440956804647e-11,0.09150255442998494,0.13893971980832545,0.2501397721563751,0.5194179535870557
68,6.2,2.2,4.5,1.5,4,4.651630630626794e-11,0.15231575018211313,0.2772320441282388,0.32696076076620256,0.2434914448769315
69,5.6,2.5,3.9,1.1,4,1.1702991066261536e-11,0.053728078148057246,0.0536057519515727,0.08280792474442387,0.8098582451442441
70,5.9,3.2,4.8,1.8,2,2.0793089150069313e-11,0.16762822154437138,0.3594761379029694,0.31650094509795373,0.1563946954339149
71,6.1,2.8,4.0,1.3,4,2.0998253573793534e-11,0.10732951781535263,0.17487715779519808,0.3576073256272676,0.36018599874118523
72,6.3,2.5,4.9,1.5,2,1.9058680205650475e-11,0.16551845477067334,0.3990004349358155,0.2847081281597989,0.150772982114656
73,6.1,2.8,4.7,1.2,2,1.5911234028666246e-11,0.12178996867356724,0.24846338381533895,0.4541560597609641,0.17559058773422084
74,6.4,2.9,4.3,1.3,4,1.9318117620700906e-11,0.125759089869992,0.22285914016246053,0.44744036860338,0.2039414013448514
75,6.6,3.0,4.4,1.4,2,2.63298240578397e-11,0.15789065416200884,0.277462913850236,0.3826377341810491,0.1820086977803782
76,6.8,2.8,4.8,1.4,2,3.6792654948849733e-11,0.214798387536114,0.34538498734446166,0.28467154577372056,0.15514507930891355
77,6.7,3.0,5.0,1.7,2,2.0075773421265337e-11,0.26685847720800115,0.4004397739973705,0.2150736381319962,0.11762811064255946
78,6.0,2.9,4.5,1.5,4,1.1373794790641279e-11,0.08145388812185608,0.11990454193080026,0.6729616546713132,0.1256799152646588
79,5.7,2.6,3.5,1.0,4,3.739127643020864e-11,0.09201488218556107,0.12928132958455912,0.19000319791960305,0.5887005902728843
80,5.5,2.4,3.8,1.1,4,1.6119513528565473e-11,0.07224113597351473,0.09621374931899447,0.14074418412176323,0.6908009305696098
81,5.5,2.4,3.7,1.0,4,2.3043657917283203e-11,0.082304549631186,0.11383419165016723,0.163719745770588,0.6401415129250158
82,5.8,2.7,3.9,1.2,4,1.3649671869090836e-11,0.07187610034288078,0.09593303109388791,0.1690210458454252,0.6631698227041581
83,6.0,2.7,5.1,1.6,2,1.729454141954256e-11,0.16853024097638464,0.44926844942142996,0.24693233146738153,0.1352689781175121
84,5.4,3.0,4.5,1.5,4,4.439235478064664e-11,0.1341736209387152,0.23088394043836413,0.33882968750520276,0.2961127510733275
85,6.0,3.4,4.5,1.6,2,2.5894570925309558e-11,0.1511971579576393,0.2702374598779896,0.38928973833042313,0.1892756438080554
86,6.7,3.1,4.7,1.5,2,2.6886343579001658e-11,0.20333058964156017,0.3451742932477169,0.30245041709321957,0.14904469999061937
87,6.3,2.3,4.4,1.3,4,4.088908314611182e-11,0.14329080107098877,0.2531714774171059,0.3453614774091526,0.25817624406186557
88,5.6,3.0,4.1,1.3,4,2.1689626814917497e-11,0.10202828117501685,0.1614094984190149,0.2954493719178351,0.4411128484664451
89,5.5,2.5,4.0,1.3,4,1.4718499061146275e-11,0.07464345440456416,0.10258234781159636,0.15840159872980356,0.6643725990393191
90,5.5,2.6,4.4,1.2,4,2.708722588804377e-11,0.11194671426820942,0.18577137350606138,0.29474572826789236,0.4075361839307512
91,6.1,3.0,4.6,1.4,2,1.2049350290474986e-11,0.0958775125921768,0.17374988124245286,0.6051633848906516,0.12520922126267212
92,5.8,2.6,4.0,1.2,4,1.4162444484462555e-11,0.07660031487465968,0.10751950896594456,0.19084110800347756,0.6250390681417576
93,5.0,2.3,3.3,1.0,4,0.10596644287254316,0.11552595320169413,0.15840034601216535,0.20389361669462858,0.4162136412189502
94,5.6,2.7,4.2,1.3,4,1.7238274938634058e-11,0.09321313261532911,0.14764665620392262,0.26644190612689844,0.49269830503661344
95,5.7,3.0,4.2,1.2,4,2.0560265781685122e-11,0.10406530327083166,0.16900936107020342,0.3394823751444623,0.38744296049394417
96,5.7,2.9,4.2,1.3,4,1.7923390632764712e-11,0.09928768160038419,0.16259466034650505,0.3387247574025991,0.39939290063259036
97,6.2,2.9,4.3,1.3,4,1.4630766417920627e-11,0.10202806083491948,0.1751761442957421,0.5221580371288713,0.2006377577258387
98,5.1,2.5,3.0,1.1,4,0.13401432617887626,0.1169081794431127,0.1581151958888799,0.20338115107511015,0.38758114741400035
99,5.7,2.8,4.1,1.3,4,1.6018827387426524e-11,0.08887150841313318,0.1371842277638493,0.2670626531846728,0.5068816106223278
100,6.3,3.3,6.0,2.5,3,0.030607481801233218,0.4531559871115669,0.23055506964774725,0.1652967861762386,0.12038467526320468
101,5.8,2.7,5.1,1.9,2,2.920581396490909e-11,0.1953038453395885,0.3936788832298495,0.25338775666574714,0.15762951473561124
102,7.1,3.0,5.9,2.1,3,4.011434701560072e-11,0.6117995307197034,0.17476525205293297,0.12339363033859109,0.09004158684865962
103,6.3,2.9,5.6,1.8,3,2.802579400352261e-11,0.38236282395079124,0.32672330595656107,0.17724102743530606,0.11367284262931898
104,6.5,3.0,5.8,2.2,3,1.9798883314750896e-11,0.6182707077874459,0.18251352013639863,0.1155624874064434,0.08365328464991732
105,7.6,3.0,6.6,2.1,3,0.06565816841182723,0.39308284535653043,0.2238297285947037,0.17931775380509185,0.13811150383182616
106,4.9,2.5,4.5,1.7,4,0.05490752892135008,0.14932998237898198,0.22280453254387106,0.25961426662347553,0.31334368953231073
107,7.3,2.9,6.3,1.8,3,0.04726070296857968,0.4315727734340239,0.22320219266053723,0.17099675323592442,0.12696757770091108
108,6.7,2.5,5.8,1.8,3,0.009643766190386642,0.42041343400761905,0.26903930785448305,0.17716449197513134,0.12373899997237367
109,7.2,3.6,6.1,2.5,3,0.048443020840930065,0.4538448385885544,0.21125103634254946,0.16419371986974818,0.12226738435819241
110,6.5,3.2,5.1,2.0,2,2.0559282033673773e-11,0.33138559948558005,0.36753653240090284,0.19008295591141938,0.1109949121815417
111,6.4,2.7,5.3,1.9,2,1.9509137016699686e-11,0.3012367006423018,0.4096771030084332,0.17866736659254806,0.11041882973721111
112,6.8,3.0,5.5,2.1,3,1.2011084782856396e-11,0.7657471566976549,0.11106728824898789,0.06694717706423561,0.05623837797711504
113,5.7,2.5,5.0,2.0,2,9.178024259728505e-11,0.19529142973735072,0.34745205063703893,0.2690188616259102,0.18823765790792302
114,5.8,2.8,5.1,2.4,2,0.015395991127656272,0.24825266003484492,0.3354320898072932,0.23630975892981265,0.16460950010038833
115,6.4,3.2,5.3,2.3,3,3.0612428619264323e-11,0.4292852732116104,0.2875792872956286,0.17151726519341545,0.11161817426873606
116,6.5,3.0,5.5,1.8,3,1.954544338145956e-11,0.4471980414855132,0.2976107247531317,0.15597408510232214,0.0992171486394914
117,7.7,3.8,6.7,2.2,3,0.07835541028231553,0.36382489088908787,0.22467093930323623,0.18717617195075806,0.14597258757458356
118,7.7,2.6,6.9,2.3,3,0.07791311055480922,0.3557346879032186,0.22909644895938172,0.18775816604874276,0.14949758653384418
119,6.0,2.2,5.0,1.5,2,8.271050733828609e-11,0.18224606842522004,0.33079007141761685,0.28620359106246845,0.20076026901198732
120,6.9,3.2,5.7,2.3,3,1.4630232178633547e-11,0.7339254172229859,0.12032361101156458,0.08193871736065961,0.06381225439016545
121,5.6,2.8,4.9,2.0,2,5.984191802135786e-11,0.18440351409998312,0.33747939869745325,0.28601486183550906,0.19210222530721546
122,7.7,2.8,6.7,2.0,3,0.07155525033008003,0.3706066755223818,0.2280712857797708,0.18522123967061194,0.14454554869713215
123,6.3,2.7,4.9,1.8,2,1.293688169760692e-11,0.14991370322688974,0.5677975072919028,0.18130635114546834,0.10098243832280582
124,6.7,3.3,5.7,2.1,3,1.3631712770307713e-11,0.7314422818268114,0.12419769047609028,0.08137172840425869,0.06298829927921308
125,7.2,3.2,6.0,1.8,3,0.025202396115967262,0.49839575299153854,0.20945021318044713,0.15547628990303758,0.11147534780900423
126,6.2,2.8,4.8,1.8,2,1.2699545757559534e-11,0.13434595693327797,0.5439782105731955,0.21510484501057012,0.10657098747026038
127,6.1,3.0,4.9,1.8,2,1.3267233594913874e-11,0.14829389893024347,0.5299806475575924,0.21462637142209534,0.10709908207680484
128,6.4,2.8,5.6,2.1,3,2.5640947110394312e-11,0.4721482704835954,0.271029770313535,0.15311781701869456,0.10370414215853725
129,7.2,3.0,5.8,1.6,3,0.02382329460894642,0.45333948471048596,0.2329195123619417,0.17063702634305386,0.11928068197556968
130,7.4,2.8,6.1,1.9,3,0.04303190484877973,0.44222016084586646,0.2220028779343591,0.16840651320774613,0.1243385431632269
131,7.9,3.8,6.4,2.0,3,0.0774714747849223,0.3605753970636956,0.22593419056783745,0.18950785653844995,0.14651108104507282
132,6.4,2.8,5.6,2.2,3,2.8546454859473342e-11,0.4805083599194832,0.2621442868735194,0.15267338697481256,0.10467396620364137
133,6.3,2.8,5.1,1.5,2,1.4716702309610767e-11,0.17408115980811587,0.5014631094071746,0.21281721822859162,0.11163851254140439
134,6.1,2.6,5.6,1.4,2,0.004406493117597152,0.2609890582128682,0.34421922574753266,0.23491164551427707,0.15547357740768256
135,7.7,3.0,6.1,2.3,3,0.056463131487125104,0.4194671592193983,0.21990553461146653,0.17321147386566788,0.13095270081631646
136,6.3,3.4,5.6,2.4,3,6.727357120976468e-09,0.4555653404363133,0.2530841699187942,0.17232423515368048,0.11902624776383153
137,6.4,3.1,5.5,1.8,3,2.1526371270437183e-11,0.4139175611944491,0.31431508202926983,0.16713900595638287,0.10462835079837535
138,6.0,3.0,4.8,1.8,2,1.506988063194716e-11,0.14796755280961713,0.42568096644739634,0.2932940446033421,0.13305743612457788
139,6.9,3.1,5.4,2.1,3,1.541476784664518e-11,0.6489700564343865,0.1689179903940606,0.10630473705491852,0.07580721610122426
140,6.7,3.1,5.6,2.4,3,1.6992533919367303e-11,0.6656014703329932,0.15667112521055074,0.10211136496650468,0.07561603947296386
141,6.9,3.1,5.1,2.3,3,5.0919864974553575e-11,0.4396803811595144,0.26704733245511403,0.1768175856049982,0.11645470072945588
142,5.8,2.7,5.1,1.9,2,2.920581396490909e-11,0.1953038453395885,0.3936788832298495,0.25338775666574714,0.15762951473561124
143,6.8,3.2,5.9,2.3,3,2.0826625077181797e-11,0.6725411937408774,0.1482300268571583,0.10257849395698904,0.07665028542415314
144,6.7,3.3,5.7,2.5,3,4.297845138842739e-11,0.5840424186306956,0.18948653510264557,0.13159739021241018,0.09487365601127157
145,6.7,3.0,5.2,2.3,3,2.6658460986426795e-11,0.4615389812815906,0.27020835502798496,0.1618045112380034,0.10644815242576568
146,6.3,2.5,5.0,1.9,2,2.0149872468522485e-11,0.20451758548356863,0.4424683819402272,0.22089292811856256,0.13212110443749428
147,6.5,3.0,5.2,2.0,3,1.7649323421348034e-11,0.3558888103324418,0.3745413696469641,0.16785600176969948,0.10171381823324906
148,6.2,3.4,5.4,2.3,3,1.7072175706037757e-10,0.38749656082485506,0.2919582847676935,0.19291802491523333,0.12762712932149933
149,5.9,3.0,5.1,1.8,2,1.943862917113475e-11,0.1897055585952879,0.43262235271360255,0.24296282020631185,0.13470926846536163
J,10.418503639519859
